Name of the table	ORPHA number	Disease label	Source	Reference
PatRef	167635	Scleromyxedema	PubMed	http://www.ncbi.nlm.nih.gov/sites/entrez?Db=pubmed&Cmd=DetailsSearch&Term=Scleromyxoedema[ti]+OR+scleromyxedema[mh]+OR+scleromyxedema[ti]
PatRef	168443	Spondyloepimetaphyseal dysplasia - hypotrichosis	PubMed	neant
PatRef	168448	Spondyloepimetaphyseal dysplasia, Bieganski type	PubMed	neant
PatRef	168451	Spondyloepimetaphyseal dysplasia - abnormal dentition	PubMed	neant
PatRef	168454	Spondyloepimetaphyseal dysplasia, Genevieve type	PubMed	neant
PatRef	168486	Congenital neuronal ceroid lipofuscinosis	PubMed	neant
PatRef	168491	Late infantile neuronal ceroid lipofuscinosis	PubMed	neant
PatRef	168544	Spondylometaphyseal dysplasia, Golden type	PubMed	neant
PatRef	168549	Axial spondylometaphyseal dysplasia	PubMed	neant
PatRef	168552	Spondylometaphyseal dysplasia - bowed forearms - facial dysmorphism	PubMed	neant
PatRef	168555	Spondylometaphyseal dysplasia, A4 type	PubMed	neant
PatRef	168558	46,XY disorder of sex development - adrenal insufficiency	PubMed	neant
PatRef	168563	46,XY gonadal dysgenesis - motor and sensory neuropathy	PubMed	neant
PatRef	168566	Fatal mitochondrial disease due to combined oxidative phosphorylation deficiency 3	PubMed	neant
PatRef	168569	H syndrome	PubMed	neant
PatRef	168572	Native American myopathy	PubMed	neant
PatRef	168577	Hereditary cryohydrocytosis with reduced stomatin	PubMed	neant
PatRef	168583	Hereditary North American Indian childhood cirrhosis	PubMed	neant
PatRef	168588	Hyperandrogenism due to cortisone reductase deficiency	PubMed	neant
PatRef	168593	Sudden infant death - dysgenesis of the testes	PubMed	neant
PatRef	168598	Brain demyelination due to methionine adenosyltransferase deficiency	PubMed	neant
PatRef	168601	Congenital enteropathy due to enteropeptidase deficiency	PubMed	neant
PatRef	168606	Seborrhea-like dermatitis with psoriasiform elements	PubMed	neant
PatRef	168609	Mitochondrial nonsyndromic sensorineural deafness with susceptibility to aminoglycoside exposure	PubMed	neant
PatRef	168612	Congenital deficiency in alpha-fetoprotein	PubMed	neant
PatRef	168615	Hereditary persistence of alpha-fetoprotein	PubMed	neant
PatRef	168624	Familial scaphocephaly syndrome, McGillivray type	PubMed	neant
PatRef	168629	Nonsyndromic thrombocytopenia	PubMed	neant
PatRef	168632	Generalized basaloid follicular hamartoma syndrome	PubMed	neant
PatRef	168782	Childhood disintegrative disorder	PubMed	neant
PatRef	168796	Heart-hand syndrome, Slovenian type	PubMed	neant
PatRef	168811	Malignant peritoneal mesothelioma	PubMed	neant
PatRef	168960	Refractory anemia with excess blasts in transformation	PubMed	neant
PatRef	168972	Intellectual deficit, Kahrizi type	PubMed	neant
PatRef	168978	Neurocutaneous syndrome, Bicknell type	PubMed	neant
PatRef	168984	CLAPO syndrome	PubMed	neant
PatRef	169079	Severe combined immunodeficiency - microcephaly - growth retardation - sensitivity to ionizing radiation	PubMed	neant
PatRef	169082	Combined immunodeficiency due to CD3gamma deficiency	PubMed	neant
PatRef	169085	Susceptibility to respiratory infections associated with CD8alpha chain mutation	PubMed	neant
PatRef	169090	Severe combined immunodeficiency due to CRAC channel dysfunction	PubMed	neant
PatRef	169095	Severe T-cell immunodeficiency - congenital alopecia - nail dystrophy	PubMed	neant
PatRef	169100	Immunodeficiency due to CD25 deficiency	PubMed	neant
PatRef	169142	Recurrent infection due to specific granule deficiency	PubMed	neant
PatRef	169147	Immunodeficiency with an early components of complements deficiency (C1, C4, or C2)	PubMed	neant
PatRef	169150	Immunodeficiency with a late components of complements deficiency (C5 to C9)	PubMed	neant
PatRef	169160	Severe combined immunodeficiency T- B+ due to CD3delta/CD3epsilon/CD3zeta	PubMed	neant
PatRef	169186	Autosomal recessive centronuclear myopathy	PubMed	neant
PatRef	169189	Autosomal dominant centronuclear myopathy	PubMed	neant
PatRef	169446	Autosomal recessive hyper IgE syndrome	PubMed	neant
PatRef	169464	CD59 deficiency	PubMed	neant
PatRef	169467	Recurrent Neisseria infections due to factor D deficiency	PubMed	neant
PatRef	169793	Severe hemophilia B	PubMed	neant
PatRef	169796	Moderately severe hemophilia B	PubMed	neant
PatRef	169799	Mild hemophilia B	PubMed	neant
PatRef	169802	Severe hemophilia A	PubMed	neant
PatRef	169805	Moderately severe hemophilia A	PubMed	neant
PatRef	169808	Mild hemophilia A	PubMed	neant
PatRef	169826	Congenital vitamin K-dependent coagulation factors deficiency	PubMed	neant
PatRef	171445	Muscle filaminopathy	PubMed	neant
PatRef	171607	X-linked spastic paraplegia type 34	PubMed	neant
PatRef	171612	Autosomal dominant spastic paraplegia type 37	PubMed	neant
PatRef	171617	Autosomal dominant spastic paraplegia type 38	PubMed	neant
PatRef	171622	Autosomal recessive spastic paraplegia type 32	PubMed	neant
PatRef	171629	Autosomal recessive spastic paraplegia type 35	PubMed	neant
PatRef	171680	Lissencephaly due to TUBA1A mutation	PubMed	neant
PatRef	171690	Metabolic myopathy due to lactate transporter defect	PubMed	neant
PatRef	171695	Parkinsonian-pyramidal syndrome	PubMed	neant
PatRef	171700	Diffuse panbronchiolitis	PubMed	neant
PatRef	171706	Short stature-delayed bone age due to thyroid hormone metabolism deficiency	PubMed	neant
PatRef	171709	Globozoospermia	PubMed	neant
PatRef	171714	Amish infantile epilepsy syndrome	PubMed	neant
PatRef	171719	Cutix laxa-Marfanoid syndrome	PubMed	neant
PatRef	171723	White sponge nevus	PubMed	neant
PatRef	171844	Blindness - scoliosis - arachnodactyly	PubMed	neant
PatRef	171848	Peripheral neuropathy, Fiskerstrand type	PubMed	neant
PatRef	171857	Leukodystrophy - spastic paraplegia - dystonia	PubMed	neant
PatRef	171863	Autosomal dominant spastic paraplegia type 42	PubMed	neant
PatRef	171866	Spondyloepimetaphyseal dysplasia, aggrecan type	PubMed	neant
PatRef	171871	Renal pseudohypoaldosteronism type 1	PubMed	neant
PatRef	171876	Generalized pseudohypoaldosteronism type 1	PubMed	neant
PatRef	171881	Cap myopathy	PubMed	neant
PatRef	171915	B-cell non-Hodgkin lymphoma	PubMed	neant
PatRef	174590	Congenital hypogonadotropic hypogonadism	PubMed	neant
PatRef	177901	Prader-Willi syndrome due to paternal deletion of 15q11.13 type 1	PubMed	neant
PatRef	177904	Prader-Willi syndrome due to paternal deletion of 15q11.13 type 2	PubMed	neant
PatRef	177907	Prader-Willi syndrome due to translocation	PubMed	neant
PatRef	177910	Prader-Willi syndrome due to imprinting mutation	PubMed	neant
PatRef	177926	Symptomatic form of hemophilia A in female carriers	PubMed	neant
PatRef	177929	Symptomatic form of hemophilia B in female carriers	PubMed	neant
PatRef	178025	Nonacquired combined pituitary hormone deficiencies without extra-pituitary malformations	PubMed	neant
PatRef	178029	Central diabetes insipidus	PubMed	neant
PatRef	178045	Transient congenital hypothyroidism	PubMed	neant
PatRef	178145	Moderate multiminicore disease with hand involvement	PubMed	neant
PatRef	178148	Antenatal multiminicore disease with congenital arthrogryposis multiplex	PubMed	neant
PatRef	178303	Nablus mask-like facial syndrome	PubMed	neant
PatRef	178330	Heinz body anemia	PubMed	neant
PatRef	178333	Åland Island eye disease	PubMed	neant
PatRef	178338	UV-sensitive syndrome	PubMed	neant
PatRef	178345	Aromatase excess syndrome	PubMed	neant
PatRef	178355	Smith-McCort dysplasia	PubMed	neant
PatRef	178364	Syndromic microphthalmia type 5	PubMed	neant
PatRef	178382	Isolated congenital vertical talus	PubMed	neant
PatRef	178389	Osteopetrosis - hypogammaglobulinemia	PubMed	neant
PatRef	178400	Distal myopathy with anterior tibial onset	PubMed	neant
PatRef	178461	X-linked myopathy with postural muscle atrophy	PubMed	neant
PatRef	178464	Hereditary myopathy with early respiratory failure	PubMed	neant
PatRef	178469	Autosomal dominant nonsyndromic intellectual deficit	PubMed	neant
PatRef	178498	Hereditary neuralgic amyotrophy	PubMed	neant
PatRef	178503	Pulmonary arterial hypertension - leukopenia - atrial septal defect	PubMed	neant
PatRef	178509	Perry syndrome	PubMed	neant
PatRef	178512	Folliculotropic mycosis fungoides	PubMed	neant
PatRef	178517	Localized pagetoid reticulosis	PubMed	neant
PatRef	178566	Mycosis fungoides and variants	PubMed	neant
PatRef	179490	Obesity due to congenital leptin resistance	PubMed	neant
PatRef	179494	Obesity due to leptin receptor gene deficiency	PubMed	neant
PatRef	180176	Gigantomastia	PubMed	neant
PatRef	180188	Isolated breast aplasia	PubMed	neant
PatRef	181371	Rare insulin-dependent diabetes mellitus	PubMed	neant
PatRef	181376	Rare insulin-independent diabetes mellitus	PubMed	neant
PatRef	181381	Other rare diabetes mellitus	PubMed	neant
PatRef	181387	Syndrome with hypogonadotropic hypogonadism	PubMed	neant
PatRef	181393	Growth hormone insensitivity syndrome	PubMed	neant
PatRef	181399	Rare hyperthyroidism	PubMed	neant
PatRef	181402	Syndrome with hypoparathyroidism	PubMed	neant
PatRef	181405	Rare hypoparathyroidism	PubMed	neant
PatRef	181408	Rare hyperparathyroidism	PubMed	neant
PatRef	181412	Adrenogenital syndrome	PubMed	neant
PatRef	181415	Rare primary hyperaldosteronism	PubMed	neant
PatRef	181419	Rare hypoaldosteronism	PubMed	neant
PatRef	181422	Rare hyperlipidemia	PubMed	neant
PatRef	181425	Major hypertriglyceridemia	PubMed	neant
PatRef	181428	Hyperalphalipoproteinemia	PubMed	neant
PatRef	181431	Rare hypolipidemia	PubMed	neant
PatRef	181434	Benign familial hypobetalipoproteinemia	PubMed	neant
PatRef	182047	Rare acquired hemolytic anemia	PubMed	neant
PatRef	182050	MYH9-related thrombocytopenia	PubMed	neant
PatRef	182067	Glioma	PubMed	neant
PatRef	183660	Severe combined immunodeficiency	PubMed	neant
PatRef	183663	Hyper-IgM syndrome with opportunistic infections	PubMed	neant
PatRef	183666	Hyper-IgM syndrome without opportunistic infections	PubMed	neant
PatRef	183672	Common variable immunodeficiency due to TNFR deficiency	PubMed	neant
PatRef	183678	Hermansky-Pudlak syndrome with neutropenia	PubMed	neant
PatRef	183707	Neutrophil immunodeficiency syndrome	PubMed	neant
PatRef	183713	Pyogenic bacterial infections due to MyD88 deficiency	PubMed	neant
PatRef	189424	ACTH independent Cushing syndrome due to bilateral adrenocortical hyperplasia	PubMed	neant
PatRef	189427	ACTH-independent macronodular adrenal hyperplasia	PubMed	neant
PatRef	189432	ACTH independent Cushing syndrome due to unilateral tumor	PubMed	neant
PatRef	189439	Primary pigmented nodular adrenocortical disease	PubMed	neant
PatRef	189466	Familial isolated hypoparathyroidism due to impaired PTH secretion	PubMed	neant
PatRef	199241	Pulmonary capillary hemangiomatosis	PubMed	neant
PatRef	199244	Nelson syndrome	PubMed	neant
PatRef	199247	Corticosteroid-binding globulin deficiency	PubMed	neant
PatRef	199276	Familial multiple lipomatosis	PubMed	neant
PatRef	199279	Familial angiolipomatosis	PubMed	neant
PatRef	199285	Hereditary hypercarotenemia and vitamin A deficiency	PubMed	neant
PatRef	199296	Congenital isolated ACTH deficiency	PubMed	neant
PatRef	199299	Late-onset isolated ACTH deficiency	PubMed	neant
PatRef	199315	Tibial hemimelia - clubfoot	PubMed	neant
PatRef	199318	15q13 microdeletion syndrome	PubMed	neant
PatRef	199326	Isolated autosomal dominant hypomagnesemia, Glaudemans type	PubMed	neant
PatRef	199332	Endocrine-cerebro-osteodysplasia syndrome	PubMed	neant
PatRef	199337	Pancreatic insufficiency - anemia - hyperostosis	PubMed	neant
PatRef	199340	Muscular dystrophy, Selcen type	PubMed	neant
PatRef	199343	SeSAME syndrome	PubMed	neant
PatRef	199348	Thiamine-responsive encephalopathy	PubMed	neant
PatRef	199351	Dystonia-parkinsonism, Paisan-Ruiz type	PubMed	neant
PatRef	199354	CARASIL syndrome	PubMed	neant
PatRef	200418	Immunodeficiency with factor I anomaly	PubMed	neant
PatRef	200421	Immunodeficiency with factor H anomaly	PubMed	neant
PatRef	206428	Hypoxanthine-guanine phosphoribosyltransferase deficiency	PubMed	neant
PatRef	206436	Infantile Krabbe disease	PubMed	neant
PatRef	206443	Late-infantile or juvenile Krabbe disease	PubMed	neant
PatRef	206448	Adult Krabbe disease	PubMed	neant
PatRef	206484	Ovarian gonadoblastoma	PubMed	neant
PatRef	206549	Autosomal recessive limb-girdle muscular dystrophy type 2L	PubMed	neant
PatRef	206554	Autosomal recessive limb-girdle muscular dystrophy type 2M	PubMed	neant
PatRef	206580	Autosomal recessive lower motor neuron disease with childhood onset	PubMed	neant
PatRef	206583	Adult polyglucosan body disease	PubMed	neant
PatRef	206966	Mitochondrial myopathy	PubMed	neant
PatRef	208441	Bilateral parasagittal parieto-occipital polymicrogyria	PubMed	neant
PatRef	208508	Autosomal dominant cerebellar ataxia type 2	PubMed	neant
PatRef	208513	Spinocerebellar ataxia type 29	PubMed	neant
PatRef	209335	Adult-onset proximal spinal muscular atrophy, autosomal dominant	PubMed	neant
PatRef	209341	Childhood-onset proximal spinal muscular atrophy, autosomal dominant	PubMed	neant
PatRef	209370	Severe neonatal-onset encephalopathy with microcephaly	PubMed	neant
PatRef	209867	Autosomal dominant rhegmatogenous retinal detachment	PubMed	neant
PatRef	209886	Familial juvenile hyperuricemic nephropathy	PubMed	neant
PatRef	209893	Congenital thyroxine-binding globulin deficiency	PubMed	neant
PatRef	209902	Hypercholesterolemia due to cholesterol 7alpha-hydroxylase deficiency	PubMed	neant
PatRef	209905	Choreoathetosis - hypothyroidism - neonatal respiratory distress	PubMed	neant
PatRef	209908	Speech-language disorder type 1	PubMed	neant
PatRef	209916	Extraskeletal myxoid chondrosarcoma	PubMed	neant
PatRef	209919	Idiopathic copper-associated cirrhosis	PubMed	neant
PatRef	209932	Cone dystrophy with supernormal rod response	PubMed	neant
PatRef	209951	Autosomal recessive spastic paraplegia type 18	PubMed	neant
PatRef	209967	Episodic ataxia type 6	PubMed	neant
PatRef	209970	Episodic ataxia type 7	PubMed	neant
PatRef	209981	IRIDA syndrome	PubMed	neant
PatRef	210110	Intermediate osteopetrosis	PubMed	neant
PatRef	210115	Autoinflammatory disease due to interleukin-1 receptor antagonist deficiency	PubMed	neant
PatRef	210122	Congenital alveolar capillary dysplasia	PubMed	neant
PatRef	210128	Encephalopathy due to urocanase deficiency	PubMed	neant
PatRef	210141	Congenital spastic tetraplegia	PubMed	neant
PatRef	210144	Lethal polymalformative syndrome, Boissel type	PubMed	neant
PatRef	210159	Adult hepatocellular carcinoma	PubMed	neant
PatRef	210163	Congenital lethal myopathy, Compton-North type	PubMed	neant
PatRef	210548	Macrocephaly-autism syndrome	PubMed	neant
PatRef	210566	Myoclonic dystonia 15	PubMed	neant
PatRef	210571	Dystonia 16	PubMed	neant
PatRef	211017	Spinocerebellar ataxia type 30	PubMed	neant
PatRef	211067	Episodic ataxia type 5	PubMed	neant
PatRef	216694	Congenitally corrected transposition of the great arteries	PubMed	neant
PatRef	216796	Osteogenesis imperfecta type 1	PubMed	neant
PatRef	216804	Osteogenesis imperfecta type 2	PubMed	neant
PatRef	216812	Osteogenesis imperfecta type 3	PubMed	neant
PatRef	216820	Osteogenesis imperfecta type 4	PubMed	neant
PatRef	216828	Osteogenesis imperfecta type 5	PubMed	neant
PatRef	216866	Classic pantothenate kinase associated neurodegeneration	PubMed	neant
PatRef	216873	Atypical pantothenate kinase associated neurodegeneration	PubMed	neant
PatRef	216972	Niemann-Pick disease type C, severe perinatal	PubMed	neant
PatRef	216975	Niemann-Pick disease type C, severe early infantile neurologic onset	PubMed	neant
PatRef	216978	Niemann-Pick disease type C, late infantile neurologic onset	PubMed	neant
PatRef	216981	Niemann-Pick disease type C, juvenile neurologic onset	PubMed	neant
PatRef	216986	Niemann-Pick disease type C, adult neurologic onset	PubMed	neant
PatRef	216989	Autosomal dominant dystrophic epidermolysis bullosa, Pasini type	PubMed	neant
PatRef	217012	Spinocerebellar ataxia type 31	PubMed	neant
PatRef	217017	Zechi-Ceide syndrome	PubMed	neant
PatRef	217023	Atypical hemolytic uremic syndrome with thrombomodulin anomaly	PubMed	neant
PatRef	217026	Microcephaly - facio-cardio-skeletal syndrome, Hadziselimovic type	PubMed	neant
PatRef	217031	Obesity due MC3R deficiency	PubMed	neant
PatRef	217034	Male infertility with normal virilization due to meiosis defect	PubMed	neant
PatRef	217046	Childhood-onset cortical cataract	PubMed	neant
PatRef	217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease type A	PubMed	neant
PatRef	217059	Isolated congenital digital clubbing	PubMed	neant
PatRef	217085	Mucopolysaccharidosis type 2A	PubMed	neant
PatRef	217093	Mucopolysaccharidosis type 2B	PubMed	neant
PatRef	217266	BNAR syndrome	PubMed	neant
PatRef	217315	Cutis verticis gyrata - retinitis pigmentosa - sensorineural deafness	PubMed	neant
PatRef	217330	Hyperuricemia - anemia - renal failure	PubMed	neant
PatRef	217335	MACS syndrome	PubMed	neant
PatRef	217340	17q21.31 microduplication syndrome	PubMed	neant
PatRef	217346	19q13.1 microdeletion syndrome	PubMed	neant
PatRef	217371	Acute infantile liver failure due to mtDNA-encoded proteins synthesis defect	PubMed	neant
PatRef	217377	Trisomy Xp11.22-p11.23	PubMed	neant
PatRef	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	PubMed	neant
PatRef	217385	17p13 microduplication syndrome	PubMed	neant
PatRef	217390	Severe combined immunodeficiency due to DOCK8 deficiency	PubMed	neant
PatRef	217407	Hereditary hypotrichosis with recurrent skin vesicles	PubMed	neant
PatRef	217454	Rare hereditary thrombophilia	PubMed	neant
PatRef	217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	PubMed	neant
PatRef	217563	Neonatal acute respiratory distress with surfactant metabolism deficiency	PubMed	neant
PatRef	217566	Chronic respiratory distress with surfactant metabolism deficiency	PubMed	neant
PatRef	217622	Sensorineural deafness with dilated cardiomyopathy	PubMed	neant
PatRef	217656	Familial isolated arrhythmogenic right ventricular dysplasia	PubMed	neant
PatRef	218432	Familial restrictive cardiomyopathy type 3	PubMed	neant
PatRef	220436	Quebec platelet disorder	PubMed	neant
PatRef	220443	Bleeding diathesis due to thromboxane synthesis deficiency	PubMed	neant
PatRef	220452	Inherited giant platelet disorder	PubMed	neant
PatRef	220460	Attenuated familial adenomatous polyposis	PubMed	neant
PatRef	220465	Laron syndrome with immunodeficiency	PubMed	neant
PatRef	220493	Joubert syndrome with ocular defect	PubMed	neant
PatRef	220497	Joubert syndrome with renal defect	PubMed	neant
PatRef	221008	Rothmund-Thomson syndrome type 1	PubMed	neant
PatRef	221016	Rothmund-Thomson syndrome type 2	PubMed	neant
PatRef	221039	Hereditary sclerosing poikiloderma Weary type	PubMed	neant
PatRef	221046	Poikiloderma with neutropenia	PubMed	neant
