Name of the table	ORPHA number	Disease label	Type of label (Pat= main name; syn= synonym)
PatAls	216804	Osteogenesis imperfecta type 2	Pat
PatAls	216812	OI type 3	Syn
PatAls	216812	Osteogenesis imperfecta type 3	Pat
PatAls	216820	OI type 4	Syn
PatAls	216820	Osteogenesis imperfecta type 4	Pat
PatAls	216828	OI type 5	Syn
PatAls	216828	Osteogenesis imperfecta type 5	Pat
PatAls	216866	PKAN, classic form	Syn
PatAls	216866	NBIA1, classic form	Syn
PatAls	216866	Pantothenate kinase associated neurodegeneration, classic form	Pat
PatAls	216866	Neurodegeneration with brain iron accumulation type 1, classic form	Syn
PatAls	216873	PKAN, atypical form	Syn
PatAls	216873	NBIA1, atypical form	Syn
PatAls	216873	Pantothenate kinase associated neurodegeneration, atypical form	Pat
PatAls	216873	Neurodegeneration with brain iron accumulation type 1, atypical form	Syn
PatAls	216892	NBIA2	Syn
PatAls	216892	Neurodegeneration with brain iron accumulation type 2	Pat
PatAls	216972	Niemann-Pick disease type C, severe perinatal	Pat
PatAls	216975	Niemann-Pick disease type C, severe early infantile neurologic onset	Pat
PatAls	216978	Niemann-Pick disease type C, late infantile neurologic onset	Pat
PatAls	216981	Niemann-Pick disease type C, classic form	Syn
PatAls	216981	Niemann-Pick disease type C, juvenile neurologic onset	Pat
PatAls	216986	Niemann-Pick disease type C, adult neurologic onset	Pat
PatAls	216989	Autosomal dominant dystrophic epidermolysis bullosa, Pasini type	Pat
PatAls	217008	Bockenheimer syndrome	Pat
PatAls	217008	Genuine diffuse phlebectasia	Syn
PatAls	217012	SCA31	Syn
PatAls	217012	Spinocerebellar ataxia type 31	Pat
PatAls	217017	Zechi-Ceide syndrome	Pat
PatAls	217017	Occipital atretic cephalocele - unusual facies - large feet	Syn
PatAls	217023	Atypical hemolytic uremic syndrome with thrombomodulin anomaly	Pat
PatAls	217026	Hadziselimovic syndrome	Syn
PatAls	217026	Microcephaly - facio-cardio-skeletal syndrome, Hadziselimovic type	Pat
PatAls	217031	Obesity due MC3R deficiency	Pat
PatAls	217034	Azoospermia due to meiosis defect	Syn
PatAls	217034	Azoospermia due to maturation arrest	Syn
PatAls	217034	Male infertility with normal virilization due to meiosis defect	Pat
PatAls	217034	Male infertility with normal virilization due to maturation arrest	Syn
PatAls	217046	Cortical cataract, childhood onset	Pat
PatAls	217049	Rare non-syndromic cataract	Pat
PatAls	217052	Non-syndromic cataract, early-onset	Pat
PatAls	217055	Autosomal recessive intermediate Charcot-Marie-Tooth disease, type A	Pat
PatAls	217059	Isolated congenital acropachy	Syn
PatAls	217059	Isolated congenital digital clubbing	Pat
PatAls	217064	5-fluorouracil overdose	Pat
PatAls	217067	Pouchitis	Pat
PatAls	217071	Renal cell carcinoma	Pat
PatAls	217074	Pancreatic cancer	Syn
PatAls	217074	Pancreatic carcinoma	Pat
PatAls	217080	Pulmonary fungal infections in patients deemed at risk	Pat
PatAls	217085	Hunter syndrome type A	Syn
PatAls	217085	Mucopolysaccharidosis type 2A	Pat
PatAls	217085	Iduronate 2-sulfatase deficiency type A	Syn
PatAls	217093	Hunter syndrome type B	Syn
PatAls	217093	Mucopolysaccharidosis type 2B	Pat
PatAls	217093	Iduronate 2-sulfatase deficiency type B	Syn
PatAls	217253	Limbic encephalitis associated with NMDAreceptor antibodies	Pat
PatAls	217253	Limbic encephalitis associated with N-methyl-D-aspartate receptor antibodies	Syn
PatAls	217260	Progressive multifocal leukoencephalitis	Syn
PatAls	217260	Progressive multifocal leukoencephalopathy	Pat
PatAls	217266	BNAR syndrome	Pat
PatAls	217266	Bifid nose with or without anorectal and renal anomalies	Syn
PatAls	217315	Cutis verticis gyrata - retinitis pigmentosa - neurosensory deafness	Syn
PatAls	217315	Cutis verticis gyrata - retinitis pigmentosa - sensorineural deafness	Pat
PatAls	217315	Cutis verticis gyrata - retinitis pigmentosa - neurosensory hearing loss	Syn
PatAls	217315	Cutis verticis gyrata - retinitis pigmentosa - sensorineural hearing loss	Syn
PatAls	217330	Hyperuricemia - anemia - renal failure	Pat
PatAls	217335	MACS syndrome	Pat
PatAls	217335	Macrocephaly - alopecia - cutis laxa - scoliosis	Syn
PatAls	217340	Trisomy 17q21.31	Syn
PatAls	217340	17q21.31 microduplication syndrome	Pat
PatAls	217346	Monosomy 19q13.11	Pat
PatAls	217371	Acute infantile liver failure due to mtDNA-encoded proteins synthesis defect	Pat
PatAls	217371	Acute infantile liver failure due to mitochondrial DNA-encoded proteins synthesis defect	Syn
PatAls	217377	Trisomy Xp11.22-p11.23	Pat
PatAls	217377	Duplication Xp11.22-p11.23	Syn
PatAls	217382	Neurodegenerative syndrome due to cerebral folate transport deficiency	Pat
PatAls	217385	Trisomy 17p13	Pat
PatAls	217390	SCID due to DOCK8 deficiency	Syn
PatAls	217390	Severe combined immunodeficiency due to DOCK8 deficiency	Pat
PatAls	217390	Severe combined immunodeficiency due to dedicator of cytokinesis 8 protein deficiency	Syn
PatAls	217396	Progressive demyelinating neuropathy with bilateral striatal necrosis	Pat
PatAls	217399	Congenital analgesia with hyperhidrosis	Syn
PatAls	217399	Congenital absence of pain with hyperhidrosis	Syn
PatAls	217399	Congenital indifference to pain with hyperhidrosis	Syn
PatAls	217399	Congenital insensitivity to pain with hyperhidrosis	Pat
PatAls	217407	Hereditary hypotrichosis with recurrent skin vesicles	Pat
PatAls	217410	Circumscribed lymphangioma	Syn
PatAls	217410	Circumscribed lymphatic malformation	Pat
PatAls	217454	Rare hereditary thrombophilia	Pat
PatAls	217467	Hereditary thrombophilia due to congenital histidine-rich (poly-L) glycoprotein deficiency	Pat
PatAls	217467	Hereditary thrombophilia due to congenital HRG deficiency	Syn
PatAls	217557	PIG	Syn
PatAls	217557	Pulmonary interstitial glycogenosis	Pat
PatAls	217557	Infantile cellular interstitial pneumonitis	Syn
PatAls	217560	NEHI	Syn
PatAls	217560	Neuroendocrine cell hyperplasia of infancy	Pat
PatAls	217563	Neonatal acute respiratory distress with surfactant metabolism deficiency	Pat
PatAls	217566	Chronic respiratory distress with surfactant metabolism deficiency	Pat
PatAls	217569	Hypertrophic cardiomyopathy	Pat
PatAls	217569	Hypertrophic subaortic stenosis	Syn
PatAls	217569	Obstructive hypertrophic cardiomyopathy	Syn
PatAls	217572	GSD with hypertrophic cardiomyopathy	Syn
PatAls	217572	Glycogenosis with hypertrophic cardiomyopathy	Syn
PatAls	217572	Glycogen storage disease with hypertrophic cardiomyopathy	Pat
PatAls	217581	Lysosomal disease with hypertrophic cardiomyopathy	Pat
PatAls	217587	Mitochondrial disease with hypertrophic cardiomyopathy	Pat
PatAls	217591	Fatty acid oxidation and ketogenesis disorder with hypertrophic cardiomyopathy	Pat
PatAls	217595	Syndrome associated with hypertrophic cardiomyopathy	Pat
PatAls	217598	Non-familial hypertrophic cardiomyopathy	Pat
PatAls	217601	Hypertrophic cardiomyopathy due to intensive athletic training	Pat
PatAls	217604	Dilated cardiomyopathy	Pat
PatAls	217607	Familial dilated cardiomyopathy	Pat
PatAls	217610	Neuromuscular disease with dilated cardiomyopathy	Pat
PatAls	217613	Mitochondrial disease with dilated cardiomyopathy	Pat
PatAls	217616	Fatty acid oxidation and ketogenesis disorder with dilated cardiomyopathy	Pat
PatAls	217619	Syndrome associated with dilated cardiomyopathy	Pat
PatAls	217622	Neurosensory deafness with dilated cardiomyopathy	Syn
PatAls	217622	Sensorineural deafness with dilated cardiomyopathy	Pat
PatAls	217622	Neurosensory hearing loss with dilated cardiomyopathy	Syn
PatAls	217622	Sensorineural hearing loss with dilated cardiomyopathy	Syn
PatAls	217629	Non-familial dilated cardiomyopathy	Pat
PatAls	217632	Restrictive cardiomyopathy	Pat
PatAls	217635	Familial restrictive cardiomyopathy	Pat
PatAls	217638	Lysosomal disease with restrictive cardiomyopathy	Pat
PatAls	217656	Familial isolated ARVC	Syn
PatAls	217656	Familial isolated ARVD	Syn
PatAls	217656	Familial isolated arrhythmogenic right ventricular dysplasia	Syn
PatAls	217656	Familial isolated arrhythmogenic right ventricular cardiomyopathy	Pat
PatAls	217678	Unclassified cardiomyopathy	Pat
PatAls	217720	Non-familial restrictive cardiomyopathy	Pat
PatAls	218432	RCM3	Syn
PatAls	218432	Familial restrictive cardiomyopathy type 3	Pat
PatAls	218436	Cardiac rythm disease	Pat
PatAls	218439	Acquired cardiac rythm disease	Pat
PatAls	218905	Rare genetic thrombotic disease ot hematologic origin	Pat
PatAls	220295	XP/CS	Syn
PatAls	220295	Xeroderma pigmentosum/Cockayne syndrome complex	Pat
PatAls	220386	Semilobar holoprosencephaly	Pat
PatAls	220393	Diffuse cutaneous systemic sclerosis	Pat
PatAls	220393	Diffuse cutaneous systemic scleroderma	Syn
PatAls	220393	Progressive cutaneous systemic sclerosis	Syn
PatAls	220393	Progressive cutaneous systemic scleroderma	Syn
PatAls	220402	Limited cutaneous systemic sclerosis	Pat
PatAls	220402	Limited cutaneous systemic scleroderma	Syn
PatAls	220407	Limited systemic sclerosis	Pat
PatAls	220407	Systemic sclerosis sine scleroderma	Syn
PatAls	220436	Factor V Quebec	Syn
PatAls	220436	Quebec platelet disorder	Pat
PatAls	220443	Bleeding diathesis due to thromboxane synthesis deficiency	Pat
PatAls	220448	Macrothrombocytopenia with mitral valve insufficiency	Pat
PatAls	220452	Inherited macrothrombocytopenia	Syn
PatAls	220452	Inherited giant platelet disorder	Pat
PatAls	220460	Attenuated familial adenomatous polyposis	Pat
PatAls	220465	Laron syndrome with immunodeficiency	Pat
PatAls	220465	Short stature due to STAT5b deficiency	Syn
PatAls	220489	Rare hemochromatosis	Pat
PatAls	220493	Joubert syndrome with retinopathy	Pat
PatAls	220497	Joubert syndrome with renal disease	Pat
PatAls	221008	RTS1	Syn
PatAls	221008	Rothmund-Thomson syndrome type 1	Pat
PatAls	221008	Poikiloderma of Rothmund-Thomson type 1	Syn
PatAls	221016	RTS2	Syn
PatAls	221016	Rothmund-Thomson syndrome type 2	Pat
PatAls	221016	Poikiloderma of Rothmund-Thomson type 2	Syn
PatAls	221039	Hereditary sclerosing poikiloderma Weary type	Pat
PatAls	221043	Hereditary sclerosing poikiloderma with tendon and pulmonary involvement	Pat
PatAls	221046	Poikiloderma with neutropenia	Pat
PatAls	221046	Poikiloderma with neutropenia, Clericuzio type	Syn
PatAls	221054	Elejalde syndrome	Syn
PatAls	221054	Acrocephalopolydactyly	Pat
PatAls	221054	Acrocephalopolydactylous dysplasia	Syn
PatAls	221061	Familial cerebral cavernoma	Syn
PatAls	221061	Hereditary cerebral cavernoma	Syn
PatAls	221061	Familial brain cavernous angioma	Syn
PatAls	221061	Hereditary brain cavernous angioma	Syn
PatAls	221061	Familial cerebral cavernous malformation	Syn
PatAls	221061	Hereditary cerebral cavernous malformation	Pat
PatAls	221074	Marchiafava-Bignami disease	Pat
PatAls	221078	Combined hyperactive dysfunction syndrome of the cranial nerves	Pat
PatAls	221083	Facial hemispasm	Syn
PatAls	221083	Clonic hemifacial spasm	Pat
PatAls	221083	Focal myoclonus of face	Syn
PatAls	221091	Tic douloureux	Syn
PatAls	221091	Trigeminal neuralgia	Pat
PatAls	221098	Glossopharyngeal neuralgia	Pat
PatAls	221098	Glossovasopharyngeal neuralgia	Syn
PatAls	221106	Isolated facial myokymia	Pat
PatAls	221109	Facial nevralgia	Syn
PatAls	221109	Cranial neuralgia	Pat
PatAls	221114	Acquired peripheral movement disorder	Pat
PatAls	221117	Gerstmann syndrome	Pat
PatAls	221120	ASSA	Syn
PatAls	221120	Pseudoaminopterin syndrome	Pat
PatAls	221120	Aminopterin syndrome-like sine aminopterin	Syn
PatAls	221126	Fowler syndrome	Pat
PatAls	221126	Encephaloclastic proliferative vasculopathy	Syn
PatAls	221126	Cerebral proliferative glomeruloid vasculopathy	Syn
PatAls	221126	Hydrocephaly/hydranencephaly due to cerebral vasculopathy	Syn
PatAls	221126	Proliferative vasculopathy and hydranencephaly/hydrocephaly	Syn
PatAls	221139	Combined immunodeficiency with facio-oculo-skeletal anomalies	Pat
PatAls	221142	Confetti-like macular atrophy	Pat
PatAls	221145	Urban-Rifkin-Davis syndrome	Syn
PatAls	221145	Cutis laxa with severe pulmonary, gastrointestinal and urinary anomalies	Pat
PatAls	221150	Pitt-Hopkins-like syndrome	Pat
PatAls	222628	Hereditary poikiloderma	Pat
PatAls	223713	OXPHOS disease	Syn
PatAls	223713	Mitochondrial oxidative phosphorylation disorder	Pat
PatAls	223727	Bone sarcoma	Pat
PatAls	223735	Lymphoma	Pat
PatAls	225123	Hemochromatosis type 3	Pat
PatAls	225123	TFR2-related hemochromatosis	Syn
PatAls	225147	Sporadic IBSN	Syn
PatAls	225147	Sporadic infantile striatonigral necrosis	Syn
PatAls	225147	Sporadic infantile bilateral striatal necrosis	Pat
PatAls	225154	Familial IBSN	Syn
PatAls	225154	Familial infantile striatonigral necrosis	Syn
PatAls	225154	Familial infantile bilateral striatal necrosis	Pat
PatAls	225681	Lysosomal disease with epilepsy	Pat
PatAls	225686	Peroxisomal disease with epilepsy	Pat
PatAls	225689	Amino acid or protein metabolism disease with epilepsy	Pat
PatAls	225692	Metal transport or utilisation disorder with epilepsy	Pat
PatAls	225696	Energy metabolism disorder with epilepsy	Pat
PatAls	225700	Mitochondrial disease with epilepsy	Pat
PatAls	225703	Mitochondrial disease with peripheral neuropathy	Pat
PatAls	225707	Metabolic neurotransmission anomaly with epilepsy	Pat
PatAls	225710	Sterol metabolism disorder with epilepsy	Pat
PatAls	225713	Other metabolic disease with epilepsy	Pat
PatAls	225968	Familial essential thrombocythemia	Syn
PatAls	225968	Inherited predisposition to essential thrombocythemia	Pat
PatAls	226292	Permanent congenital hypothyroidism	Pat
PatAls	226295	Primary hypothyroidism	Pat
PatAls	226298	Central hypothyroidism	Pat
PatAls	226298	Secondary hypothyroidism	Syn
PatAls	226307	Hypothyroidism due to deficient transcription factors involved in adenohypophysis development or function	Pat
PatAls	226310	Peripheral hypothyroidism	Pat
PatAls	226313	Congenital hypothyroidism due to maternal intake of antithyroid drugs	Pat
PatAls	226316	Congenital hypothyroidism due to heterozygous mutations of THOX2	Pat
PatAls	227510	MSA-c	Syn
PatAls	227510	MSA, cerebellar type	Syn
PatAls	227510	Sporadic OPCA type 1	Syn
PatAls	227510	Multiple system atrophy, cerebellar type	Pat
PatAls	227510	Sporadic olivopontocerebellar atrophy type 1	Syn
PatAls	227535	Familial breast cancer	Syn
PatAls	227535	Hereditary breast cancer	Pat
PatAls	227535	Familial breast carcinoma	Syn
PatAls	227535	Hereditary breast carcinoma	Syn
PatAls	227786	Familial flecked retinopathy	Pat
PatAls	227786	Hereditary flecked retinopathy	Syn
PatAls	227796	Fundus albipunctatus	Pat
PatAls	227972	Toxic oil syndrome	Pat
PatAls	227976	Autosomal recessive optic atrophy, OPA7 type	Pat
PatAls	227982	APS type 3	Syn
PatAls	227982	Autoimmune polyendocrinopathy type 3	Pat
PatAls	227982	Autoimmune polyendocrine syndrome type 3	Syn
PatAls	227982	Autoimmune polyglandular syndrome type 3	Syn
PatAls	227990	APS type 4	Syn
PatAls	227990	Autoimmune polyendocrinopathy type 4	Pat
PatAls	227990	Autoimmune polyendocrine syndrome type 4	Syn
PatAls	227990	Autoimmune polyglandular syndrome type 4	Syn
PatAls	228000	Idiopathic CD4 lymphocytopenia	Pat
PatAls	228003	SCID due to CORO1A deficiency	Syn
PatAls	228003	SCID due to coronin-1A deficiency	Syn
PatAls	228003	Severe combined immunodeficiency due to CORO1A deficiency	Pat
PatAls	228003	Severe combined immunodeficiency due to coronin-1A deficiency	Syn
PatAls	228012	Progressive neurosensory deafness - hypertrophic cardiomyopathy	Syn
PatAls	228012	Progressive sensorineural deafness - hypertrophic cardiomyopathy	Syn
PatAls	228012	Progressive neurosensory hearing loss - hypertrophic cardiomyopathy	Syn
PatAls	228012	Progressive sensorineural hearing loss - hypertrophic cardiomyopathy	Pat
PatAls	228019	Pneumonia caused by serotype O1 Pseudomonas Aeruginosa	Pat
PatAls	228110	Graft rejection during pancreatic islet transplantation	Pat
PatAls	228113	Anal fistula	Pat
PatAls	228116	Hughes-Stovin syndrome	Pat
PatAls	228119	Fusariosis	Pat
PatAls	228119	Fusarium infection	Syn
PatAls	228123	Desert fever	Syn
PatAls	228123	Valley fever	Syn
PatAls	228123	Desert rheumatism	Syn
PatAls	228123	Coccidioidomycosis	Pat
PatAls	228123	California disease	Syn
PatAls	228123	Coccidioides infection	Syn
PatAls	228123	San Joaquin valley fever	Syn
PatAls	228140	Idiopathic ventricular fibrillation, not Brugada type	Pat
PatAls	228140	Familial paroxysmal ventricular fibrillation, not Brugada type	Syn
PatAls	228145	Multiple sclerosis variant	Pat
PatAls	228157	Marburg acute multiple sclerosis	Pat
PatAls	228157	Acute multiple sclerosis, Marburg type	Syn
PatAls	228157	Acute multiple sclerosis, Marburg variant	Syn
PatAls	228165	Concentric demyelination	Syn
PatAls	228165	Balò concentric sclerosis	Pat
PatAls	228169	ADSD	Syn
PatAls	228169	Autosomal dominant striatal neurodegeneration	Pat
PatAls	228174	CMT2N	Syn
PatAls	228174	Autosomal dominant Charcot-Marie-Tooth disease type 2N	Pat
PatAls	228179	CMT2M	Syn
PatAls	228179	Autosomal dominant Charcot-Marie-Tooth disease type 2M	Pat
PatAls	228184	Heart-hand syndrome	Pat
PatAls	228184	Atriodigital dysplasia	Syn
PatAls	228190	Patent arterial duct - bicuspid aortic valve - hand anomalies	Syn
PatAls	228190	Patent ductus arteriosus - bicuspid aortic valve - hand anomalies	Pat
PatAls	228215	Genetic dermis elastic tissue disorder	Pat
PatAls	228218	Acquired dermis elastic tissue disorder	Pat
PatAls	228221	Acquired dermis elastic tissue disorder with decreased elastic tissue	Pat
PatAls	228224	Acquired dermis elastic tissue disorder with increased elastic tissue	Pat
PatAls	228227	Late-onset focal dermal elastosis	Pat
PatAls	228227	PXE-like late-onset focal dermal elastosis	Syn
PatAls	228227	Pseudoxanthoma-like late-onset focal dermal elastosis	Syn
PatAls	228236	Elastotic striae	Syn
PatAls	228236	Linear focal dermal elastosis	Pat
PatAls	228240	Elastoderma	Pat
PatAls	228243	Elastofibroma dorsi	Pat
PatAls	228247	Acquired PXE	Syn
PatAls	228247	Acquired pseudoxanthoma elasticum	Pat
PatAls	228247	Acquired Gronblad-Strandberg-Touraine syndrome	Syn
PatAls	228254	Elastoma	Pat
PatAls	228254	Nevus elasticus	Syn
PatAls	228254	Weidman juvenile elastoma	Syn
